is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,https://polianna-kg.org/Ontology#contains_instrument,https://polianna-kg.org/Ontology#contains_objective,https://polianna-kg.org/Ontology#contains_monitoring_form,https://polianna-kg.org/Ontology#contains_sanctioning_form,https://polianna-kg.org/Ontology#addresses,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,file_path,file_size,triple_count,cleaned,article_id,model,strategy,file_name,syntax_error_message
True,0,0.38095238095238093,0.36363636363636365,0.37209302325581395,8.0,13.0,14.0,0.7692307692307693,1.0,0.8695652173913044,10.0,3.0,0.0,13.0,0.5625,0.6,0.5806451612903225,9.0,7.0,6.0,"{'contains_instrument_precision': 0.5, 'contains_instrument_recall': 0.25, 'contains_instrument_f1_score': 0.3333333333333333, 'contains_instrument_true_positives': 1, 'contains_instrument_false_positives': 1, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 1.0, 'contains_monitoring_form_recall': 1.0, 'contains_monitoring_form_f1_score': 1.0, 'contains_monitoring_form_true_positives': 1, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.5, 'addresses_recall': 1.0, 'addresses_f1_score': 0.6666666666666666, 'addresses_true_positives': 1, 'addresses_false_positives': 1, 'addresses_false_negatives': 0}",0.5,0.4,0.4444444444444445,2.0,2.0,3.0,1.0,0.0,{},True,22,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08/32012L0027_gpt-4o-2024-08-06_one-shot_20250409_111857.ttl,1410,21,False,EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,gpt-4o-2024-08-06,one-shot,32012L0027_gpt-4o-2024-08-06_one-shot_20250409_111857.ttl,
True,0,0.23076923076923078,0.13636363636363635,0.1714285714285714,3.0,10.0,19.0,0.625,0.5,0.5555555555555556,5.0,3.0,5.0,8.0,0.375,0.2,0.26086956521739135,3.0,5.0,12.0,"{'contains_instrument_precision': 0.0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 1, 'contains_instrument_false_negatives': 4}","{'contains_objective_precision': 0.0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 1, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",0.4,0.4,0.4000000000000001,2.0,3.0,3.0,1.0,0.0,{},True,22,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08/32012L0027_o3-mini-2025-01-31_few-shot_20250410_230923.ttl,1164,13,False,EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,o3-mini-2025-01-31,few-shot,32012L0027_o3-mini-2025-01-31_few-shot_20250410_230923.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08/32012L0027_llama3.1:70b_one-shot_20250409_224825.ttl,4709,0,False,EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,llama3.1:70b,one-shot,32012L0027_llama3.1:70b_one-shot_20250409_224825.ttl,"at line 13 of <>:
Bad syntax (Prefix ""dc:"" not bound) at ^ in:
""...b'fLabel ""Energy Audits and Energy Management Systems""@en ;\n  '^b'dc:description """"""\n    Member States shall promote the avail'..."""
True,0,0.5,0.15384615384615385,0.23529411764705882,8.0,8.0,44.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,9.0,2.0,2.0,11.0,0.6666666666666666,0.34782608695652173,0.4571428571428571,8.0,4.0,15.0,"{'contains_instrument_precision': 0.5, 'contains_instrument_recall': 0.5, 'contains_instrument_f1_score': 0.5, 'contains_instrument_true_positives': 1, 'contains_instrument_false_positives': 1, 'contains_instrument_false_negatives': 1}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 1, 'addresses_false_negatives': 1}",0.75,0.25,0.375,3.0,1.0,9.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_gpt-4o-2024-08-06_few-shot_20250409_111920.ttl,1305,16,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,gpt-4o-2024-08-06,few-shot,32018R1999_gpt-4o-2024-08-06_few-shot_20250409_111920.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_llama3.1:70b_few-shot_20250409_220952.ttl,4984,0,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,llama3.1:70b,few-shot,32018R1999_llama3.1:70b_few-shot_20250409_220952.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix owl: <http://www.w3.org/2002/07/owl#> .\n@pref'..."""
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_llama3.1:70b_one-shot_20250409_220731.ttl,3500,0,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,llama3.1:70b,one-shot,32018R1999_llama3.1:70b_one-shot_20250409_220731.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix dc: <http://purl.org/dc/terms/> .\n@prefix sko'..."""
True,0,0.175,0.1346153846153846,0.15217391304347824,7.0,33.0,45.0,0.5263157894736842,0.9090909090909091,0.6666666666666666,10.0,9.0,1.0,19.0,0.35714285714285715,0.43478260869565216,0.39215686274509803,10.0,18.0,13.0,"{'contains_instrument_precision': 0.15384615384615385, 'contains_instrument_recall': 1.0, 'contains_instrument_f1_score': 0.2666666666666667, 'contains_instrument_true_positives': 2, 'contains_instrument_false_positives': 11, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 1.0, 'contains_monitoring_form_recall': 1.0, 'contains_monitoring_form_f1_score': 1.0, 'contains_monitoring_form_true_positives': 1, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0.0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 1, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 4, 'addresses_false_negatives': 1}",1.0,0.08333333333333333,0.15384615384615385,1.0,0.0,11.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_gpt-4o-2024-08-06_zero-shot_20250409_111910.ttl,2120,40,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,gpt-4o-2024-08-06,zero-shot,32018R1999_gpt-4o-2024-08-06_zero-shot_20250409_111910.ttl,
True,0,0.2,0.019230769230769232,0.03508771929824562,1.0,4.0,51.0,0.4,0.18181818181818182,0.25000000000000006,2.0,3.0,9.0,5.0,0.5,0.043478260869565216,0.08,1.0,1.0,22.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",1.0,0.08333333333333333,0.15384615384615385,1.0,0.0,11.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_o3-mini-2025-01-31_zero-shot_20250410_231005.ttl,12995,5,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,o3-mini-2025-01-31,zero-shot,32018R1999_o3-mini-2025-01-31_zero-shot_20250410_231005.ttl,
True,0,0.2413793103448276,0.1346153846153846,0.1728395061728395,7.0,22.0,45.0,0.75,0.8181818181818182,0.7826086956521738,9.0,3.0,2.0,12.0,0.5555555555555556,0.43478260869565216,0.4878048780487805,10.0,8.0,13.0,"{'contains_instrument_precision': 0.5, 'contains_instrument_recall': 0.5, 'contains_instrument_f1_score': 0.5, 'contains_instrument_true_positives': 1, 'contains_instrument_false_positives': 1, 'contains_instrument_false_negatives': 1}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.5, 'addresses_recall': 1.0, 'addresses_f1_score': 0.6666666666666666, 'addresses_true_positives': 1, 'addresses_false_positives': 1, 'addresses_false_negatives': 0}",0.2857142857142857,0.16666666666666666,0.2105263157894737,2.0,5.0,10.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_gpt-4o-2024-08-06_one-shot_20250409_111915.ttl,1968,29,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,gpt-4o-2024-08-06,one-shot,32018R1999_gpt-4o-2024-08-06_one-shot_20250409_111915.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_llama3.1:70b_zero-shot_20250409_220605.ttl,4171,0,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,llama3.1:70b,zero-shot,32018R1999_llama3.1:70b_zero-shot_20250409_220605.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix owl: <http://www.w3.org/2002/07/owl#> .\n@pref'..."""
True,0,0.375,0.057692307692307696,0.09999999999999999,3.0,5.0,49.0,0.4,0.18181818181818182,0.25000000000000006,2.0,3.0,9.0,5.0,0.75,0.13043478260869565,0.22222222222222218,3.0,1.0,20.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",1.0,0.16666666666666666,0.2857142857142857,2.0,0.0,10.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_o3-mini-2025-01-31_one-shot_20250410_231104.ttl,12973,8,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,o3-mini-2025-01-31,one-shot,32018R1999_o3-mini-2025-01-31_one-shot_20250410_231104.ttl,
True,0,0.75,0.057692307692307696,0.10714285714285714,3.0,1.0,49.0,0.6666666666666666,0.18181818181818182,0.28571428571428575,2.0,1.0,9.0,3.0,1.0,0.13043478260869565,0.23076923076923078,3.0,0.0,20.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",1.0,0.16666666666666666,0.2857142857142857,2.0,0.0,10.0,1.0,0.0,{},True,52,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02/32018R1999_o3-mini-2025-01-31_few-shot_20250410_231141.ttl,12747,4,False,EU_32018R1999_Title_0_Chapter_1_Section_0_Article_02,o3-mini-2025-01-31,few-shot,32018R1999_o3-mini-2025-01-31_few-shot_20250410_231141.ttl,
True,0,0.0,0.0,0.0,0.0,17.0,23.0,0.2,0.125,0.15384615384615385,1.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,14.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,{},True,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_llama3.1:70b_few-shot_20250409_221240.ttl,1665,17,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,llama3.1:70b,few-shot,32014R0256_llama3.1:70b_few-shot_20250409_221240.ttl,
True,0,0.5238095238095238,0.4782608695652174,0.5,11.0,10.0,12.0,0.6153846153846154,1.0,0.761904761904762,8.0,5.0,0.0,13.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,10.0,4.0,4.0,"{'contains_instrument_precision': 1.0, 'contains_instrument_recall': 0.5, 'contains_instrument_f1_score': 0.6666666666666666, 'contains_instrument_true_positives': 1, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 1}","{'contains_objective_precision': 0.0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 1, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 1.0, 'contains_monitoring_form_recall': 1.0, 'contains_monitoring_form_f1_score': 1.0, 'contains_monitoring_form_true_positives': 1, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 2, 'addresses_false_negatives': 0}",0.8,0.5714285714285714,0.6666666666666666,4.0,1.0,3.0,1.0,0.0,{},True,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_gpt-4o-2024-08-06_one-shot_20250409_111936.ttl,1595,21,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,gpt-4o-2024-08-06,one-shot,32014R0256_gpt-4o-2024-08-06_one-shot_20250409_111936.ttl,
True,0,0.5384615384615384,0.30434782608695654,0.3888888888888889,7.0,6.0,16.0,0.6666666666666666,0.5,0.5714285714285715,4.0,2.0,4.0,6.0,0.75,0.42857142857142855,0.5454545454545454,6.0,2.0,8.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.8,0.5714285714285714,0.6666666666666666,4.0,1.0,3.0,1.0,0.0,{},True,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_o3-mini-2025-01-31_one-shot_20250410_231236.ttl,1383,13,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,o3-mini-2025-01-31,one-shot,32014R0256_o3-mini-2025-01-31_one-shot_20250410_231236.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_llama3.1:70b_zero-shot_20250409_221047.ttl,2244,0,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,llama3.1:70b,zero-shot,32014R0256_llama3.1:70b_zero-shot_20250409_221047.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix poli: <http://purl.org/NET/polian#> .\n@prefix'..."""
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_o3-mini-2025-01-31_zero-shot_20250410_231213.ttl,2308,0,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,o3-mini-2025-01-31,zero-shot,32014R0256_o3-mini-2025-01-31_zero-shot_20250410_231213.ttl,"at line 9 of <>:
Bad syntax (Prefix "":"" not bound) at ^ in:
""...b'rdf-schema#> .\n@base <https://polianna-kg.org/Ontology#> .\n\n'^b':EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03 rdf:ty'..."""
True,0,0.3,0.13043478260869565,0.18181818181818182,3.0,7.0,20.0,0.5,0.375,0.42857142857142855,3.0,3.0,5.0,6.0,0.42857142857142855,0.21428571428571427,0.2857142857142857,3.0,4.0,11.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.5,0.2857142857142857,0.36363636363636365,2.0,2.0,5.0,1.0,0.0,{},True,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_o3-mini-2025-01-31_few-shot_20250410_231250.ttl,977,10,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,o3-mini-2025-01-31,few-shot,32014R0256_o3-mini-2025-01-31_few-shot_20250410_231250.ttl,
True,0,0.0,0.0,0.0,0.0,4.0,23.0,0.3333333333333333,0.125,0.18181818181818182,1.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 2}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,{},True,23,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03/32014R0256_llama3.1:70b_one-shot_20250409_221137.ttl,2099,4,False,EU_32014R0256_Title_0_Chapter_0_Section_0_Article_03,llama3.1:70b,one-shot,32014R0256_llama3.1:70b_one-shot_20250409_221137.ttl,
