article_id,model,strategy,is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,tp_core,fp_core,fn_core,precision_core,recall_core,f1_score_core,tp_policy_char,fp_policy_char,fn_policy_char,precision_policy_char,recall_policy_char,f1_score_policy_char,tp_compliance_char,fp_compliance_char,fn_compliance_char,precision_compliance_char,recall_compliance_char,f1_score_compliance_char,tp_actor,fp_actor,fn_actor,precision_actor,recall_actor,f1_score_actor,tp_other,fp_other,fn_other,precision_other,recall_other,f1_score_other,tp_time,fp_time,fn_time,precision_time,recall_time,f1_score_time,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,rel_contains_instrument_precision_contains_instrument,rel_contains_instrument_recall_contains_instrument,rel_contains_instrument_f1_score_contains_instrument,rel_contains_instrument_true_positives_contains_instrument,rel_contains_instrument_false_positives_contains_instrument,rel_contains_instrument_false_negatives_contains_instrument,rel_contains_objective_precision_contains_objective,rel_contains_objective_recall_contains_objective,rel_contains_objective_f1_score_contains_objective,rel_contains_objective_true_positives_contains_objective,rel_contains_objective_false_positives_contains_objective,rel_contains_objective_false_negatives_contains_objective,rel_contains_monitoring_form_precision_contains_monitoring_form,rel_contains_monitoring_form_recall_contains_monitoring_form,rel_contains_monitoring_form_f1_score_contains_monitoring_form,rel_contains_monitoring_form_true_positives_contains_monitoring_form,rel_contains_monitoring_form_false_positives_contains_monitoring_form,rel_contains_monitoring_form_false_negatives_contains_monitoring_form,rel_contains_sanctioning_form_precision_contains_sanctioning_form,rel_contains_sanctioning_form_recall_contains_sanctioning_form,rel_contains_sanctioning_form_f1_score_contains_sanctioning_form,rel_contains_sanctioning_form_true_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_negatives_contains_sanctioning_form,rel_addresses_precision_addresses,rel_addresses_recall_addresses,rel_addresses_f1_score_addresses,rel_addresses_true_positives_addresses,rel_addresses_false_positives_addresses,rel_addresses_false_negatives_addresses,triple_count,file_size,cleaned,fixed_jsonld,file_name,syntax_error_message,file_path
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,qwen2.5-coder:32b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,qwen2.5-coder:32b,one-shot,True,0,0.0,0.0,0.0,0,22,31,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0,31,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.07142857142857142,0.05555555555555555,0.0625,1,13,17,14,0.0,0.0,0.0,0,21,26,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,8,8,1.0,0,{},True,31,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31,4234,False,False,32009L0028_qwen2.5-coder:32b_one-shot_20250421_172820.ttl,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,gpt-4o-2024-08-06,zero-shot,True,0,0.6,0.42857142857142855,0.5,6,4,8,1,2,0,0.3333333333333333,1.0,0.5,3,0,4,1.0,0.42857142857142855,0.6,1,0,2,1.0,0.3333333333333333,0.5,1,1,1,0.5,0.5,0.5,0,0,1,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.75,0.6666666666666666,0.7058823529411765,6,2,3,8,0.6363636363636364,0.5,0.56,7,4,7,0.3333333333333333,0.5,0.4,1,2,1,1.0,0,{},True,15,1.0,0.42857142857142855,0.6,3.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,15,737,False,False,32018L2001_gpt-4o-2024-08-06_zero-shot_20250421_024919.ttl,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,gpt-4o-2024-08-06,few-shot,True,0,0.6,0.375,0.4615384615384615,6,4,10,3,0,0,1.0,1.0,1.0,1,2,4,0.3333333333333333,0.2,0.25,1,0,2,1.0,0.3333333333333333,0.5,1,1,1,0.5,0.5,0.5,0,0,3,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.625,0.5555555555555556,0.5882352941176471,5,3,4,8,0.5454545454545454,0.375,0.4444444444444444,6,5,10,0.6666666666666666,1.0,0.8,2,1,0,1.0,0,{},True,16,0.3333333333333333,0.2,0.25,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,16,768,False,False,32018L2001_gpt-4o-2024-08-06_few-shot_20250421_024926.ttl,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,gpt-4o-2024-08-06,one-shot,True,0,0.6,0.46153846153846156,0.5217391304347826,6,4,7,3,0,0,1.0,1.0,1.0,1,2,4,0.3333333333333333,0.2,0.25,1,0,2,1.0,0.3333333333333333,0.5,1,1,1,0.5,0.5,0.5,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.625,0.625,0.625,5,3,3,8,0.5454545454545454,0.46153846153846156,0.4999999999999999,6,5,7,0.6666666666666666,1.0,0.8,2,1,0,1.0,0,{},True,13,0.3333333333333333,0.2,0.25,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,13,692,False,False,32018L2001_gpt-4o-2024-08-06_one-shot_20250421_024922.ttl,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,10,4,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.125,0.25,0.16666666666666666,1,7,3,8,0.0,0.0,0.0,0,11,4,0.3333333333333333,1.0,0.5,1,2,0,1.0,0,{},True,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,1220,False,False,32018L2001_qwen2.5-coder:32b_zero-shot_20250421_182714.ttl,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,qwen2.5-coder:32b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,gpt-4o-2024-08-06,zero-shot,True,0,0.3125,0.4166666666666667,0.35714285714285715,5,11,7,1,2,0,0.3333333333333333,1.0,0.5,1,0,1,1.0,0.5,0.6666666666666666,1,1,1,0.5,0.5,0.5,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0,0,4,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.6923076923076923,0.9,0.7826086956521738,9,4,1,13,0.3125,0.45454545454545453,0.3703703703703703,5,11,6,0.125,0.25,0.16666666666666666,1,7,3,1.0,0,{},True,14,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,14,1376,False,False,32018R1999_gpt-4o-2024-08-06_zero-shot_20250421_024930.ttl,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,gpt-4o-2024-08-06,few-shot,True,0,0.5625,0.8181818181818182,0.6666666666666666,9,7,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,4,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0,6,2,0.0,0.0,0.0,0.9230769230769231,1.0,0.9600000000000001,12,1,0,13,0.625,0.9090909090909091,0.7407407407407406,10,6,1,0.375,0.75,0.5,3,5,1,1.0,0,{},True,16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16,1324,False,False,32018R1999_gpt-4o-2024-08-06_few-shot_20250421_024938.ttl,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,gpt-4o-2024-08-06,one-shot,True,0,0.5625,0.8181818181818182,0.6666666666666666,9,7,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,4,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0,6,2,0.0,0.0,0.0,0.8461538461538461,1.0,0.9166666666666666,11,2,0,13,0.5,0.8,0.6153846153846154,8,8,2,0.25,0.5,0.3333333333333333,2,6,2,1.0,0,{},True,17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17,1214,False,False,32018R1999_gpt-4o-2024-08-06_one-shot_20250421_024934.ttl,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,qwen2.5-coder:32b,zero-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,qwen2.5-coder:32b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,gpt-4o-2024-08-06,zero-shot,True,0,0.2962962962962963,0.7272727272727273,0.42105263157894735,8,19,3,1,2,0,0.3333333333333333,1.0,0.5,1,6,0,0.14285714285714285,1.0,0.25,3,0,0,1.0,1.0,1.0,3,3,0,0.5,1.0,0.6666666666666666,0,0,3,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,11,3,3,14,0.28,0.7,0.4,7,18,3,0.1,0.25,0.14285714285714288,1,9,3,1.0,0,{},True,14,0.14285714285714285,1.0,0.25,1.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14,1259,False,False,32012L0027_gpt-4o-2024-08-06_zero-shot_20250421_024943.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,gpt-4o-2024-08-06,few-shot,True,0,0.5555555555555556,0.8823529411764706,0.6818181818181819,15,12,2,3,0,0,1.0,1.0,1.0,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,1,2,0,0.3333333333333333,1.0,0.5,3,3,0,0.5,1.0,0.6666666666666666,0,0,0,0.0,0.0,0.0,3,5,1,0.375,0.75,0.5,0.7857142857142857,1.0,0.88,11,3,0,14,0.64,0.8888888888888888,0.7441860465116279,16,9,2,0.5,0.8333333333333334,0.625,5,5,1,1.0,0,{},True,26,0.7142857142857143,0.8333333333333334,0.7692307692307692,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,26,1718,False,False,32012L0027_gpt-4o-2024-08-06_few-shot_20250421_024957.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,gpt-4o-2024-08-06,one-shot,True,0,0.5555555555555556,0.8823529411764706,0.6818181818181819,15,12,2,3,0,0,1.0,1.0,1.0,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,1,2,0,0.3333333333333333,1.0,0.5,3,3,0,0.5,1.0,0.6666666666666666,0,0,0,0.0,0.0,0.0,3,5,1,0.375,0.75,0.5,0.7857142857142857,1.0,0.88,11,3,0,14,0.64,0.8888888888888888,0.7441860465116279,16,9,2,0.5,0.8333333333333334,0.625,5,5,1,1.0,0,{},True,26,0.7142857142857143,0.8333333333333334,0.7692307692307692,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,26,1718,False,False,32012L0027_gpt-4o-2024-08-06_one-shot_20250421_024949.ttl,File not generated or found,
