article_id,model,strategy,is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,tp_core,fp_core,fn_core,precision_core,recall_core,f1_score_core,tp_policy_char,fp_policy_char,fn_policy_char,precision_policy_char,recall_policy_char,f1_score_policy_char,tp_compliance_char,fp_compliance_char,fn_compliance_char,precision_compliance_char,recall_compliance_char,f1_score_compliance_char,tp_actor,fp_actor,fn_actor,precision_actor,recall_actor,f1_score_actor,tp_other,fp_other,fn_other,precision_other,recall_other,f1_score_other,tp_time,fp_time,fn_time,precision_time,recall_time,f1_score_time,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,rel_contains_instrument_precision_contains_instrument,rel_contains_instrument_recall_contains_instrument,rel_contains_instrument_f1_score_contains_instrument,rel_contains_instrument_true_positives_contains_instrument,rel_contains_instrument_false_positives_contains_instrument,rel_contains_instrument_false_negatives_contains_instrument,rel_contains_objective_precision_contains_objective,rel_contains_objective_recall_contains_objective,rel_contains_objective_f1_score_contains_objective,rel_contains_objective_true_positives_contains_objective,rel_contains_objective_false_positives_contains_objective,rel_contains_objective_false_negatives_contains_objective,rel_contains_monitoring_form_precision_contains_monitoring_form,rel_contains_monitoring_form_recall_contains_monitoring_form,rel_contains_monitoring_form_f1_score_contains_monitoring_form,rel_contains_monitoring_form_true_positives_contains_monitoring_form,rel_contains_monitoring_form_false_positives_contains_monitoring_form,rel_contains_monitoring_form_false_negatives_contains_monitoring_form,rel_contains_sanctioning_form_precision_contains_sanctioning_form,rel_contains_sanctioning_form_recall_contains_sanctioning_form,rel_contains_sanctioning_form_f1_score_contains_sanctioning_form,rel_contains_sanctioning_form_true_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_negatives_contains_sanctioning_form,rel_addresses_precision_addresses,rel_addresses_recall_addresses,rel_addresses_f1_score_addresses,rel_addresses_true_positives_addresses,rel_addresses_false_positives_addresses,rel_addresses_false_negatives_addresses,triple_count,file_size,cleaned,fixed_jsonld,file_name,syntax_error_message,file_path
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,10,27,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,1,27,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.125,0.07692307692307693,0.09523809523809525,1,7,12,8,0.0,0.0,0.0,0,11,4,0.0,0.0,0.0,0,3,0,1.0,0,{},True,27,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27,1872,False,False,32018L2001_qwen2.5-coder:32b_zero-shot_20250421_194319.jsonld,File not generated or found,
EU_32018L2001_Title_0_Chapter_0_Section_0_Article_01,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,gpt-4o-2024-08-06,zero-shot,True,0,0.375,0.25,0.3,6,10,18,3,0,0,1.0,1.0,1.0,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0.0,0.0,0.0,2,2,0,0.5,1.0,0.6666666666666666,0,2,17,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.5384615384615384,0.7,0.608695652173913,7,6,3,13,0.4375,0.4666666666666667,0.45161290322580644,7,9,8,0.25,0.18181818181818182,0.2105263157894737,2,6,9,1.0,0,{},True,24,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24,3299,False,True,32018R1999_gpt-4o-2024-08-06_zero-shot_20250421_204936.jsonld,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,gpt-4o-2024-08-06,one-shot,True,0,0.5625,0.8181818181818182,0.6666666666666666,9,7,2,3,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,4,0,0,1.0,1.0,1.0,1,1,0,0.5,1.0,0.6666666666666666,0,6,2,0.0,0.0,0.0,0.8461538461538461,1.0,0.9166666666666666,11,2,0,13,0.5,0.8,0.6153846153846154,8,8,2,0.25,0.5,0.3333333333333333,2,6,2,1.0,0,{},True,17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17,4082,False,True,32018R1999_gpt-4o-2024-08-06_one-shot_20250421_204949.jsonld,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,16,31,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,2,31,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.07692307692307693,0.1111111111111111,0.09090909090909093,1,12,8,13,0.0,0.0,0.0,0,16,4,0.0,0.0,0.0,0,8,0,1.0,0,{},True,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,2605,False,False,32018R1999_qwen2.5-coder:32b_zero-shot_20250421_193947.jsonld,File not generated or found,
EU_32018R1999_Title_0_Chapter_2_Section_0_Article_09,qwen2.5-coder:32b,one-shot,True,0,0.0,0.0,0.0,0,16,33,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,2,33,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.07692307692307693,0.14285714285714285,0.1,1,12,6,13,0.0,0.0,0.0,0,16,15,0.0,0.0,0.0,0,8,11,1.0,0,{},True,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,2630,False,False,32018R1999_qwen2.5-coder:32b_one-shot_20250421_194030.jsonld,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,gpt-4o-2024-08-06,zero-shot,True,0,0.14814814814814814,0.18181818181818182,0.16326530612244897,4,23,18,1,2,0,0.3333333333333333,1.0,0.5,2,5,0,0.2857142857142857,1.0,0.4444444444444445,0,0,0,0.0,0.0,0.0,1,5,1,0.16666666666666666,0.5,0.25,0,3,17,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.5,0.5384615384615384,0.5185185185185186,7,7,6,14,0.28,0.5,0.358974358974359,7,18,7,0.1,0.08333333333333333,0.0909090909090909,1,9,11,1.0,0,{},True,25,0.2857142857142857,1.0,0.4444444444444445,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,3484,False,True,32012L0027_gpt-4o-2024-08-06_zero-shot_20250421_205004.jsonld,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,gpt-4o-2024-08-06,one-shot,True,0,0.5925925925925926,0.9411764705882353,0.7272727272727272,16,11,1,3,0,0,1.0,1.0,1.0,4,3,0,0.5714285714285714,1.0,0.7272727272727273,0,0,0,0.0,0.0,0.0,4,2,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8,3,5,1,0.375,0.75,0.5,0.9285714285714286,1.0,0.962962962962963,13,1,0,14,0.64,0.9411764705882353,0.7619047619047621,16,9,1,0.5,0.8333333333333334,0.625,5,5,1,1.0,0,{},True,26,0.5714285714285714,1.0,0.7272727272727273,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,26,5092,False,True,32012L0027_gpt-4o-2024-08-06_one-shot_20250421_205020.jsonld,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5-coder:32b,zero-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_07,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,gpt-4o-2024-08-06,zero-shot,True,0,0.2727272727272727,0.42857142857142855,0.33333333333333326,3,8,4,1,2,0,0.3333333333333333,1.0,0.5,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,2,1,0.3333333333333333,0.5,0.4,1,1,3,0.5,0.25,0.3333333333333333,0,2,0,0.0,0.0,0.0,0.4166666666666667,0.625,0.5,5,7,3,12,0.3333333333333333,0.8,0.47058823529411764,4,8,1,0.25,0.5,0.3333333333333333,1,3,1,1.0,0,{},True,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2792,False,True,32006L0066_gpt-4o-2024-08-06_zero-shot_20250421_205029.jsonld,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,gpt-4o-2024-08-06,one-shot,True,0,0.5454545454545454,0.75,0.631578947368421,6,5,2,3,0,0,1.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.761904761904762,8,4,1,12,0.5833333333333334,0.875,0.7000000000000001,7,5,1,0.5,0.6666666666666666,0.5714285714285715,2,2,1,1.0,0,{},True,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,3342,False,True,32006L0066_gpt-4o-2024-08-06_one-shot_20250421_205041.jsonld,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,11,11,0,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,2,11,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.08333333333333333,0.14285714285714285,0.10526315789473685,1,11,6,12,0.0,0.0,0.0,0,12,2,0.0,0.0,0.0,0,4,0,1.0,0,{},True,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,966,False,False,32006L0066_qwen2.5-coder:32b_zero-shot_20250421_195811.jsonld,File not generated or found,
EU_32006L0066_Title_0_Chapter_0_Section_0_Article_25,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,gpt-4o-2024-08-06,zero-shot,True,0,0.125,0.125,0.125,2,14,14,1,2,0,0.3333333333333333,1.0,0.5,1,3,1,0.25,0.5,0.3333333333333333,0,0,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,2,13,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.3,0.42857142857142855,0.3529411764705882,3,7,4,10,0.3333333333333333,0.5555555555555556,0.4166666666666667,5,10,4,0.2,0.125,0.15384615384615385,1,4,7,1.0,0,{},True,17,0.25,0.5,0.3333333333333333,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,3160,False,True,32012L0027_gpt-4o-2024-08-06_zero-shot_20250421_205055.jsonld,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,gpt-4o-2024-08-06,one-shot,True,0,0.5625,0.75,0.6428571428571429,9,7,3,3,0,0,1.0,1.0,1.0,2,2,0,0.5,1.0,0.6666666666666666,0,0,0,0.0,0.0,0.0,2,2,2,0.5,0.5,0.5,2,0,0,1.0,1.0,1.0,0,3,1,0.0,0.0,0.0,0.9,0.75,0.8181818181818182,9,1,3,10,0.6,0.8181818181818182,0.6923076923076923,9,6,2,0.4,0.6666666666666666,0.5,2,3,1,1.0,0,{},True,15,0.5,1.0,0.6666666666666666,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15,3732,False,True,32012L0027_gpt-4o-2024-08-06_one-shot_20250421_205107.jsonld,File not generated or found,
EU_32012L0027_Title_0_Chapter_2_Section_0_Article_08,qwen2.5-coder:32b,zero-shot,True,0,0.0,0.0,0.0,0,16,46,0,3,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,2,46,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.1,0.08333333333333333,0.0909090909090909,1,9,11,10,0.0,0.0,0.0,0,15,4,0.0,0.0,0.0,0,5,0,1.0,0,{},True,46,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46,6523,False,False,32012L0027_qwen2.5-coder:32b_zero-shot_20250421_191642.jsonld,File not generated or found,
